Hash,Message,Parent Hashes,Is Merge Commit,Modified Files
c94e7e9d8b39093c0918c993af54fec11eb6b76c,"Fix search encoding issue (#1343)

Signed-off-by: Tushar Goel <tushar.goel.dav@gmail.com>

Reference: https://github.com/nexB/vulnerablecode/issues/1336",['f1fad9f0cb2ee191ddc847d99a29bba36553d11c'],False,pagination.html
b156af0f1c84ca6cb41dc46da6638c37d1d0cc18,"Add initial fixed-affected-matching work #1228 (#1249)

* Add initial fixed-affected-matching work #1228

Reference: https://github.com/nexB/vulnerablecode/issues/1228

Signed-off-by: John M. Horan <johnmhoran@gmail.com>

* Add Prefetch and univers-based version comparison #1228

Reference: https://github.com/nexB/vulnerablecode/issues/1228

Signed-off-by: John M. Horan <johnmhoran@gmail.com>

* Update affected-fixed package matching #1228

Reference: https://github.com/nexB/vulnerablecode/issues/1228

Signed-off-by: John M. Horan <johnmhoran@gmail.com>

* Improve matching and reporting code and UI #1228

Reference: https://github.com/nexB/vulnerablecode/issues/1228

Signed-off-by: John M. Horan <johnmhoran@gmail.com>

* Add univers version, revise sort and related code, update and add new tests #1228

Reference: https://github.com/nexB/vulnerablecode/issues/1228

Signed-off-by: John M. Horan <johnmhoran@gmail.com>

* Move weakness test #1228

Reference: https://github.com/nexB/vulnerablecode/issues/1228

Signed-off-by: John M. Horan <johnmhoran@gmail.com>

* Modify UI, update dictionary and tests #1228

Reference: https://github.com/nexB/vulnerablecode/issues/1228

Signed-off-by: John M. Horan <johnmhoran@gmail.com>

* Begin replacing strings with objects in package details dictionary #1228

Reference: https://github.com/nexB/vulnerablecode/issues/1228

Signed-off-by: John M. Horan <johnmhoran@gmail.com>

* Clean current package details template and related model code #1228

Reference: https://github.com/nexB/vulnerablecode/issues/1228

Signed-off-by: John M. Horan <johnmhoran@gmail.com>

* Begin work on major-version issue #1228

Reference: https://github.com/nexB/vulnerablecode/issues/1228

Signed-off-by: John M. Horan <johnmhoran@gmail.com>

* Complete first round of major-version vetting #1228

Reference: https://github.com/nexB/vulnerablecode/issues/1228

Signed-off-by: John M. Horan <johnmhoran@gmail.com>

* Remove major-version code, clean comments etc. #1228

Reference: https://github.com/nexB/vulnerablecode/issues/1228

Signed-off-by: John M. Horan <johnmhoran@gmail.com>

* Begin test refactoring #1228

Reference: https://github.com/nexB/vulnerablecode/issues/1228

Signed-off-by: John M. Horan <johnmhoran@gmail.com>

* Finish package details code and template, refactor/create package-related tests #1228

Reference: https://github.com/nexB/vulnerablecode/issues/1228

Signed-off-by: John M. Horan <johnmhoran@gmail.com>

* Refactor package details-related code #1228

Reference: https://github.com/nexB/vulnerablecode/issues/1228

Signed-off-by: John M. Horan <johnmhoran@gmail.com>

* Update Package details UI and Package API #1228

Reference: https://github.com/nexB/vulnerablecode/issues/1228

Signed-off-by: John M. Horan <johnmhoran@gmail.com>

* Fix 1 of 4 failing API tests #1228

Reference: https://github.com/nexB/vulnerablecode/issues/1228

Signed-off-by: John M. Horan <johnmhoran@gmail.com>

* Add initial fixed-affected-matching work #1228

Reference: https://github.com/nexB/vulnerablecode/issues/1228

Signed-off-by: John M. Horan <johnmhoran@gmail.com>

* Explore context and Package class approaches for affected-fixed package matching #1228

Reference: https://github.com/nexB/vulnerablecode/issues/1228

Note that my updated code is still in testing/dev stage and has not yet been completed or cleaned.

Signed-off-by: John M. Horan <johnmhoran@gmail.com>

* Add Prefetch and univers-based version comparison #1228

Reference: https://github.com/nexB/vulnerablecode/issues/1228

Signed-off-by: John M. Horan <johnmhoran@gmail.com>

* Update affected-fixed package matching #1228

Reference: https://github.com/nexB/vulnerablecode/issues/1228

Signed-off-by: John M. Horan <johnmhoran@gmail.com>

* Improve matching and reporting code and UI #1228

Reference: https://github.com/nexB/vulnerablecode/issues/1228

Signed-off-by: John M. Horan <johnmhoran@gmail.com>

* Add univers version, revise sort and related code, update and add new tests #1228

Reference: https://github.com/nexB/vulnerablecode/issues/1228

Signed-off-by: John M. Horan <johnmhoran@gmail.com>

* Begin work on major-version issue #1228

Reference: https://github.com/nexB/vulnerablecode/issues/1228

Signed-off-by: John M. Horan <johnmhoran@gmail.com>

* Complete first round of major-version vetting #1228

Reference: https://github.com/nexB/vulnerablecode/issues/1228

Signed-off-by: John M. Horan <johnmhoran@gmail.com>

* Remove major-version code, clean comments etc. #1228

Reference: https://github.com/nexB/vulnerablecode/issues/1228

Signed-off-by: John M. Horan <johnmhoran@gmail.com>

* Begin test refactoring #1228

Reference: https://github.com/nexB/vulnerablecode/issues/1228

Signed-off-by: John M. Horan <johnmhoran@gmail.com>

* Finish package details code and template, refactor/create package-related tests #1228

Reference: https://github.com/nexB/vulnerablecode/issues/1228

Signed-off-by: John M. Horan <johnmhoran@gmail.com>

* Commit the initial refactoring changes from last week #1228

Reference: https://github.com/nexB/vulnerablecode/issues/1228

Signed-off-by: John M. Horan <johnmhoran@gmail.com>

* Refactor package details-related code #1228

Reference: https://github.com/nexB/vulnerablecode/issues/1228

Signed-off-by: John M. Horan <johnmhoran@gmail.com>

* Update Package details UI and Package API #1228

Reference: https://github.com/nexB/vulnerablecode/issues/1228

Signed-off-by: John M. Horan <johnmhoran@gmail.com>

* Save test experiments including commented-out variations #1228

Reference: https://github.com/nexB/vulnerablecode/issues/1228

Signed-off-by: John M. Horan <johnmhoran@gmail.com>

* Fix 1 of 4 failing API tests #1228

Reference: https://github.com/nexB/vulnerablecode/issues/1228

Signed-off-by: John M. Horan <johnmhoran@gmail.com>

* Update API including ""lesser"" fixed by versions, fix and update failing tests #1228

Reference: https://github.com/nexB/vulnerablecode/issues/1228

Signed-off-by: John M. Horan <johnmhoran@gmail.com>

* Update APITestCasePackage() class #1228

Reference: https://github.com/nexB/vulnerablecode/issues/1228

Signed-off-by: John M. Horan <johnmhoran@gmail.com>

* Test lack of ""vulnerability"" property #1228

Reference: https://github.com/nexB/vulnerablecode/issues/1228

Signed-off-by: John M. Horan <johnmhoran@gmail.com>

* Update get_affected_vulnerabilities() and test #1228

Reference: https://github.com/nexB/vulnerablecode/issues/1228

Signed-off-by: John M. Horan <johnmhoran@gmail.com>

* Update MinimalPackageSerializer() and missing-vulnerability-key test #1228

Reference: https://github.com/nexB/vulnerablecode/issues/1228

Signed-off-by: John M. Horan <johnmhoran@gmail.com>

* Append inside the if condition #1228

Reference: https://github.com/nexB/vulnerablecode/issues/1228

Signed-off-by: John M. Horan <johnmhoran@gmail.com>

* Update get_vulnerability() method #1228

Reference: https://github.com/nexB/vulnerablecode/issues/1228

Signed-off-by: John M. Horan <johnmhoran@gmail.com>

* Enable test_models.py and fix failing tests #1228

Reference: https://github.com/nexB/vulnerablecode/issues/1228

Signed-off-by: John M. Horan <johnmhoran@gmail.com>

* Update per PR comments #1228

Reference: https://github.com/nexB/vulnerablecode/issues/1228

Signed-off-by: John M. Horan <johnmhoran@gmail.com>

* Convert Package method to PackageQuerySet method, clean code and tests #1228

Reference: https://github.com/nexB/vulnerablecode/issues/1228

Signed-off-by: John M. Horan <johnmhoran@gmail.com>

* Fix failing tests

Signed-off-by: Tushar Goel <tushar.goel.dav@gmail.com>

* Add property on functions in models

Signed-off-by: Tushar Goel <tushar.goel.dav@gmail.com>

* Add and fix tests, address other comments #1228

Reference: https://github.com/nexB/vulnerablecode/issues/1228

Signed-off-by: John M. Horan <johnmhoran@gmail.com>

---------

Signed-off-by: John M. Horan <johnmhoran@gmail.com>
Signed-off-by: John M. Horan johnmhoran@gmail.com
Signed-off-by: Tushar Goel <tushar.goel.dav@gmail.com>
Co-authored-by: Tushar Goel <tushar.goel.dav@gmail.com>",['d3f314dce082e1b70350019137687a1d214b19f2'],False,"api.py, models.py, package_details.html, packages.html, vulnerabilities.html, vulnerability_details.html, conftest.py, test_api.py, test_models.py, views.py, custom.css"
57ee15fd98e10de4ef04c1e72a93bf17a28dcd62,Fix table borders in Vulnerability details UI #1356 (#1358),['cf7745d9c3377058311ef8c42fcde9abc901330d'],False,"vulnerability_details.html, custom.css"
514624bad2a1faac85277bce7753d964bbf1c8cd,"Fix import runner's process_inferences (#1360)

Signed-off-by: Tushar Goel <tushar.goel.dav@gmail.com>",['57ee15fd98e10de4ef04c1e72a93bf17a28dcd62'],False,"import_runner.py, test_import_runner.py"
b27c4854eea95e3343d70b937d967e326e94a02b,"Fix debian OVAL importer (#1361)

Signed-off-by: Tushar Goel <tushar.goel.dav@gmail.com>",['514624bad2a1faac85277bce7753d964bbf1c8cd'],False,"importer.py, debian_oval.py"
e9c280d3940f503d1ba9b23be82d30c63dbf675e,"Fix swagger API docs generation (#1366)

* Fix swagger API doc for `api/packages/bulk_search/`

- Use `extend_schema` to override the request body, which was not being properly discovered.

- drf-spectacular relies on `get_serializer_class()` and `get_serializer()`, and it works well for view functions that purely deal with ModelSerializer. For anything else, it gets a bit murky, and it is advised to provide proper overrides in the `extend_schema` decorator.

- Override erroneous pagination and filter backend caused due to response containing multiple serializer object https://drf-spectacular.readthedocs.io/en/latest/faq.html#my-action-is-erroneously-paginated-or-has-filter-parameters-that-i-do-not-want

Signed-off-by: Keshav Priyadarshi <git@keshav.space>

* Add tests for `bulk_search`

Signed-off-by: Keshav Priyadarshi <git@keshav.space>

* Test `bulk_search` with empty request body

Signed-off-by: Keshav Priyadarshi <git@keshav.space>

* Fix API doc generation for `api/packages/lookup`

Signed-off-by: Keshav Priyadarshi <git@keshav.space>

* Fix API doc generation for `api/packages/bulk_lookup`

Signed-off-by: Keshav Priyadarshi <git@keshav.space>

---------

Signed-off-by: Keshav Priyadarshi <git@keshav.space>",['939055a6bd85940c728a51ad05cfb67a0dd086e9'],False,"api.py, test_api.py"
e2b60c9b5a36bb5e2d407178f056aa11452279a0,"Add dates and changelog for packages and vulnerabilities (#1310)

* Add chaneglog

Signed-off-by: Tushar Goel <tushar.goel.dav@gmail.com>

* Add importer name to advisory importers

Signed-off-by: Tushar Goel <tushar.goel.dav@gmail.com>

* Fix views

Signed-off-by: Tushar Goel <tushar.goel.dav@gmail.com>

* clean-up models.py

Signed-off-by: Tushar Goel <tushar.goel.dav@gmail.com>

* Add importer name and importing authority for istio

Signed-off-by: Tushar Goel <tushar.goel.dav@gmail.com>

* Fix models

Signed-off-by: Tushar Goel <tushar.goel.dav@gmail.com>

* Make code more readable

Signed-off-by: Tushar Goel <tushar.goel.dav@gmail.com>

* Cleanup models

Signed-off-by: Tushar Goel <tushar.goel.dav@gmail.com>

* Add tests for changelogs

Signed-off-by: Tushar Goel <tushar.goel.dav@gmail.com>

* Adjust package changelog according to new requirements

Signed-off-by: Tushar Goel <tushar.goel.dav@gmail.com>

* Remove importing_authority

Signed-off-by: Tushar Goel <tushar.goel.dav@gmail.com>

* Add vulnerability changelog

Signed-off-by: Tushar Goel <tushar.goel.dav@gmail.com>

* Address review comments

Signed-off-by: Tushar Goel <tushar.goel.dav@gmail.com>

* Make changes according to recent PR merging

Signed-off-by: Tushar Goel <tushar.goel.dav@gmail.com>

* Format package_details.html

Signed-off-by: Tushar Goel <tushar.goel.dav@gmail.com>

* Add tests for checking unicity of importer names

Signed-off-by: Tushar Goel <tushar.goel.dav@gmail.com>

* Add tooltip for package and vulnerability views

Signed-off-by: Tushar Goel <tushar.goel.dav@gmail.com>

* Typo fixes

Signed-off-by: Tushar Goel <tushar.goel.dav@gmail.com>

* Fix failing tests

Signed-off-by: Tushar Goel <tushar.goel.dav@gmail.com>

* Address review comments

Signed-off-by: Tushar Goel <tushar.goel.dav@gmail.com>

* Fix typos

Signed-off-by: Tushar Goel <tushar.goel.dav@gmail.com>

* Address review comments

Signed-off-by: Tushar Goel <tushar.goel.dav@gmail.com>

* Fix pypa importer changelog url

Signed-off-by: Tushar Goel <tushar.goel.dav@gmail.com>

* Refactor ubuntu usn

Signed-off-by: Tushar Goel <tushar.goel.dav@gmail.com>

---------

Signed-off-by: Tushar Goel <tushar.goel.dav@gmail.com>",['d21d2c1de127118a7ff884c184eb6aefdadf157c'],False,"import_runner.py, importer.py, alpine_linux.py, apache_httpd.py, apache_kafka.py, apache_tomcat.py, archlinux.py, debian.py, debian_oval.py, elixir_security.py, fireeye.py, gentoo.py, github.py, gitlab.py, istio.py, mozilla.py, nginx.py, npm.py, nvd.py, openssl.py, oss_fuzz.py, osv.py, postgresql.py, project_kb_msr2019.py, pypa.py, pysec.py, redhat.py, retiredotnet.py, suse_scores.py, ubuntu.py, ubuntu_usn.py, xen.py, improve_runner.py, __init__.py, vulnerability_status.py, 0043_alter_advisory_unique_together_advisory_url_and_more.py, 0044_alter_packagechangelog_options_and_more.py, models.py, package_details.html, vulnerability_details.html, example_importer_improver.py, test_alpine.py, test_apache_tomcat.py, test_changelog.py, CVE-1999-1199-apache-httpd-expected.json, CVE-2017-9798-apache-httpd-expected.json, CVE-2021-44224-apache-httpd-expected.json, CVE-2022-28614-apache-httpd-expected.json, to-advisory-apache_kafka-expected.json, parse-apache_tomcat-selected-advisories-expected.json, archlinux-multi-expected.json, parse-advisory-archlinux-expected.json, debian-expected.json, debian-oval-expected.json, elixir-expected.json, parse_advisory_data-expected.json, fireeye_test1_expect.json, fireeye_test2_expect.json, gentoo-expected.json, composer-expected.json, gem-expected.json, golang-expected.json, maven-expected.json, npm-expected.json, nuget-expected.json, pypi-expected.json, composer-expected.json, composer-improver-expected.json, gem-expected.json, maven-expected.json, maven-improver-expected.json, npm-expected.json, npm-improver-expected.json, nuget-expected.json, nuget-improver-expected.json, pypi-expected.json, pypi-improver-expected.json, istio-expected.json, kbmsr2019-expected.json, expected-md.json, expected-yml.json, security_advisories-advisory_data-expected.json, nvd-expected.json, nvd-rejected-expected.json, security_advisories-advisory_data-expected.json, oss-fuzz-data1.yaml-expected.json, oss-fuzz-data2.yaml-expected.json, parse-advisory-npm-expected.json, parse-advisory-xen-expected.json, parse-advisory-postgresql-expected.json, pypa-expected.json, pysec-advisories_with_cwe-expected.json, pysec-advisories_with_summary-expected.json, pysec-advisories_without_summary-expected.json, redhat-expected.json, expected_file.json, suse-cvss-scores-expected.json, ubuntu-oval-expected.json, ubuntu-usn-expected.json, test_data_source.py, test_elixir_security.py, test_example.py, test_fireeye.py, test_gitlab.py, test_import_command.py, test_import_runner.py, test_importer.py, test_improve_runner.py, test_istio.py, test_mozilla.py, test_openssl.py, test_oss_fuzz.py, test_pypa.py, test_pysec.py, test_retiredotnet.py, test_vulnerability_status_improver.py, utils.py, views.py"
5932722d14570a0459ac7e84674455bcc8fe8ba8,"Package purl model updates (#1368)

* Add missing migration for vulnerability.status

Signed-off-by: Philippe Ombredanne <pombredanne@nexb.com>

* Migrate qualifiers to plain charfield step 1

Create qualifiers_temp temp field

Reference: https://github.com/nexB/vulnerablecode/issues/1327
Signed-off-by: Philippe Ombredanne <pombredanne@nexb.com>

* Migrate qualifiers to plain charfield step 2

Copy qualifiers to qualifiers_temp

Reference: https://github.com/nexB/vulnerablecode/issues/1327
Signed-off-by: Philippe Ombredanne <pombredanne@nexb.com>

* Add qualifiers_temp in unique_together step 3

Signed-off-by: Tushar Goel <tushar.goel.dav@gmail.com>

* Remove qualifiers from qunique_together step 4

Signed-off-by: Tushar Goel <tushar.goel.dav@gmail.com>

* Copy qualifiers_temp to qualifiers step 5

Signed-off-by: Tushar Goel <tushar.goel.dav@gmail.com>

* Add qualifiers in unique_together step 6

Signed-off-by: Tushar Goel <tushar.goel.dav@gmail.com>

* Delete qualifiers_temp and remove it from unique_togther step 7

Signed-off-by: Tushar Goel <tushar.goel.dav@gmail.com>

* Formatting changes

Signed-off-by: Tushar Goel <tushar.goel.dav@gmail.com>

* Correct the 0045 migration

Signed-off-by: Tushar Goel <tushar.goel.dav@gmail.com>

* Migrate qualifiers to plain charfield step 1

Create qualifiers_temp temp field

Reference: https://github.com/nexB/vulnerablecode/issues/1327
Signed-off-by: Philippe Ombredanne <pombredanne@nexb.com>

* Migrate qualifiers to plain charfield step 2

Copy qualifiers to qualifiers_temp

Reference: https://github.com/nexB/vulnerablecode/issues/1327
Signed-off-by: Philippe Ombredanne <pombredanne@nexb.com>

* Add qualifiers_temp in unique_together step 3

Reference: https://github.com/nexB/vulnerablecode/issues/1327
Signed-off-by: Tushar Goel <tushar.goel.dav@gmail.com>
Signed-off-by: Philippe Ombredanne <pombredanne@nexb.com>

* Remove qualifiers from unique_together step 4

Reference: https://github.com/nexB/vulnerablecode/issues/1327
Signed-off-by: Tushar Goel <tushar.goel.dav@gmail.com>
Signed-off-by: Philippe Ombredanne <pombredanne@nexb.com>

* Copy qualifiers_temp to qualifiers step 5

Reference: https://github.com/nexB/vulnerablecode/issues/1327
Signed-off-by: Tushar Goel <tushar.goel.dav@gmail.com>
Signed-off-by: Philippe Ombredanne <pombredanne@nexb.com>

* Add qualifiers in unique_together step 6

Reference: https://github.com/nexB/vulnerablecode/issues/1327
Signed-off-by: Tushar Goel <tushar.goel.dav@gmail.com>
Signed-off-by: Philippe Ombredanne <pombredanne@nexb.com>

* Delete qualifiers_temp field and unique_togther step 7

Reference: https://github.com/nexB/vulnerablecode/issues/1327
Signed-off-by: Tushar Goel <tushar.goel.dav@gmail.com>
Signed-off-by: Philippe Ombredanne <pombredanne@nexb.com>

* Format models.py

Signed-off-by: Tushar Goel <tushar.goel.dav@gmail.com>

* Remove dupe Packages from qualifiers

Signed-off-by: Philippe Ombredanne <pombredanne@nexb.com>

* Remove dupe Packages from ns/name

Signed-off-by: Philippe Ombredanne <pombredanne@nexb.com>

* Correct migrations and add tests

Signed-off-by: Tushar Goel <tushar.goel.dav@gmail.com>

* Fix tests

Signed-off-by: Tushar Goel <tushar.goel.dav@gmail.com>

* Update tests

Signed-off-by: Tushar Goel <tushar.goel.dav@gmail.com>

* Fix tests

Signed-off-by: Tushar Goel <tushar.goel.dav@gmail.com>

* Remove tests for warts

Signed-off-by: Tushar Goel <tushar.goel.dav@gmail.com>

* Add changelog

Signed-off-by: Tushar Goel <tushar.goel.dav@gmail.com>

* Update PR according to recent changes

Signed-off-by: Tushar Goel <tushar.goel.dav@gmail.com>

* Update tests

Signed-off-by: Tushar Goel <tushar.goel.dav@gmail.com>

* Address review comments

Signed-off-by: Tushar Goel <tushar.goel.dav@gmail.com>

---------

Signed-off-by: Philippe Ombredanne <pombredanne@nexb.com>
Signed-off-by: Tushar Goel <tushar.goel.dav@gmail.com>
Co-authored-by: Philippe Ombredanne <pombredanne@nexb.com>",['e2b60c9b5a36bb5e2d407178f056aa11452279a0'],False,"CHANGELOG.rst, api.py, importer.py, improver.py, default.py, valid_versions.py, 0022_alter_vulnerability_vulnerability_id.py, 0045_remove_duplicated_purls_with_same_qualifiers.py, 0046_package_qualifiers_temp.py, 0047_copy_qualifiers_to_qualifiers_temp.py, 0048_alter_package_unique_together.py, 0049_alter_package_unique_together_and_more.py, 0050_copy_qualifiers_temp_back_to_qualifiers.py, 0051_alter_package_unique_together_and_more.py, 0052_remove_duped_purls_with_namespace_name_mixed.py, models.py, test_api.py, CVE-1999-1199-apache-httpd-expected.json, CVE-2017-9798-apache-httpd-expected.json, CVE-2021-44224-apache-httpd-expected.json, CVE-2022-28614-apache-httpd-expected.json, apache-httpd-improver-expected.json, apache-kafka-improver-expected.json, to-advisory-apache_kafka-expected.json, apache-tomcat-improver-expected.json, parse-apache_tomcat-selected-advisories-expected.json, archlinux-multi-expected.json, parse-advisory-archlinux-expected.json, debian-expected.json, debian-improver-expected.json, debian-oval-expected.json, debian-oval-improver-expected.json, alpine-expected.json, elixir-expected.json, elixir-improver-expected.json, parse_advisory_data-expected.json, gentoo-expected.json, composer-expected.json, gem-expected.json, golang-expected.json, inference-expected.json, maven-expected.json, npm-expected.json, nuget-expected.json, pypi-expected.json, composer-expected.json, composer-improver-expected.json, gem-expected.json, gem-improver-expected.json, maven-expected.json, maven-improver-expected.json, npm-expected.json, npm-improver-expected.json, nuget-expected.json, nuget-improver-expected.json, pypi-expected.json, pypi-improver-expected.json, istio-expected.json, istio-improver-expected.json, expected-md.json, expected-yml.json, improver-inferences-expected.json, security_advisories-advisory_data-expected.json, security_advisories-importer-expected.json, npm-improver-expected.json, improver-inferences-expected.json, security_advisories-advisory_data-expected.json, security_advisories-importer-expected.json, parse-advisory-npm-expected.json, parse-advisory-postgresql-expected.json, pypa-expected.json, pysec-advisories_with_cwe-expected.json, pysec-advisories_with_summary-expected.json, pysec-advisories_without_summary-expected.json, redhat-expected.json, expected_file.json, ubuntu-oval-expected.json, ubuntu-oval-improver-expected.json, test_data_migrations.py, test_improver.py, test_view.py, utils.py, views.py"
02e3faedcc729ba90a59f8f862ec85a75a5a6f21,"Create SUSE OVAL importer (#1085)

* Create suse_oval.py and related test files #1079

Reference: https://github.com/nexB/vulnerablecode/issues/1079

Signed-off-by: John M. Horan <johnmhoran@gmail.com>

* Explore OvalParser() parsing process #1079

Reference: https://github.com/nexB/vulnerablecode/issues/1079

Signed-off-by: John M. Horan <johnmhoran@gmail.com>

* Commit latest parsing changes #1079

Reference: https://github.com/nexB/vulnerablecode/issues/1079

Signed-off-by: John M. Horan <johnmhoran@gmail.com>

* Update tests #1079

Reference: https://github.com/nexB/vulnerablecode/issues/1079

Signed-off-by: John M. Horan <johnmhoran@gmail.com>

* Add note re loop through list of aliases #1079

Reference: https://github.com/nexB/vulnerablecode/issues/1079

Signed-off-by: John M. Horan <johnmhoran@gmail.com>

* Work on alias/CVE loop #1079

Reference: https://github.com/nexB/vulnerablecode/issues/1079

Signed-off-by: John M. Horan <johnmhoran@gmail.com>

* Add OVAL parsing test #1079

Reference: https://github.com/nexB/vulnerablecode/issues/1079

Signed-off-by: John M. Horan <johnmhoran@gmail.com>

* Refactor OVAL-relared code, fix failing tests #1079

Reference: https://github.com/nexB/vulnerablecode/issues/1079

Signed-off-by: John M. Horan <johnmhoran@gmail.com>

* Delete unneeded large XML files #1079

Reference: https://github.com/nexB/vulnerablecode/issues/1079

Signed-off-by: John M. Horan <johnmhoran@gmail.com>

* Filter for name-affected.xml files, check CVE prefixes #1079

Reference: https://github.com/nexB/vulnerablecode/issues/1079

Signed-off-by: John M. Horan <johnmhoran@gmail.com>

* Refactor OvalParser(), add and update tests #1079

Reference: https://github.com/nexB/vulnerablecode/issues/1079

Signed-off-by: John M. Horan <johnmhoran@gmail.com>

* Refactor tests and test files, freeze Black version #1079

Reference: https://github.com/nexB/vulnerablecode/issues/1079

Signed-off-by: John M. Horan <johnmhoran@gmail.com>

* Create suse_oval.py and related test files #1079

Reference: https://github.com/nexB/vulnerablecode/issues/1079

Signed-off-by: John M. Horan <johnmhoran@gmail.com>

* Explore OvalParser() parsing process #1079

Reference: https://github.com/nexB/vulnerablecode/issues/1079

Signed-off-by: John M. Horan <johnmhoran@gmail.com>

* Commit latest parsing changes #1079

Reference: https://github.com/nexB/vulnerablecode/issues/1079

Signed-off-by: John M. Horan <johnmhoran@gmail.com>

* Update tests #1079

Reference: https://github.com/nexB/vulnerablecode/issues/1079

Signed-off-by: John M. Horan <johnmhoran@gmail.com>

* Add note re loop through list of aliases #1079

Reference: https://github.com/nexB/vulnerablecode/issues/1079

Signed-off-by: John M. Horan <johnmhoran@gmail.com>

* Work on alias/CVE loop #1079

Reference: https://github.com/nexB/vulnerablecode/issues/1079

Signed-off-by: John M. Horan <johnmhoran@gmail.com>

* Add OVAL parsing test #1079

Reference: https://github.com/nexB/vulnerablecode/issues/1079

Signed-off-by: John M. Horan <johnmhoran@gmail.com>

* Refactor OVAL-relared code, fix failing tests #1079

Reference: https://github.com/nexB/vulnerablecode/issues/1079

Signed-off-by: John M. Horan <johnmhoran@gmail.com>

* Delete unneeded large XML files #1079

Reference: https://github.com/nexB/vulnerablecode/issues/1079

Signed-off-by: John M. Horan <johnmhoran@gmail.com>

* Filter for name-affected.xml files, check CVE prefixes #1079

Reference: https://github.com/nexB/vulnerablecode/issues/1079

Signed-off-by: John M. Horan <johnmhoran@gmail.com>

* Refactor OvalParser(), add and update tests #1079

Reference: https://github.com/nexB/vulnerablecode/issues/1079

Signed-off-by: John M. Horan <johnmhoran@gmail.com>

* Refactor tests and test files, freeze Black version #1079

Reference: https://github.com/nexB/vulnerablecode/issues/1079

Signed-off-by: John M. Horan <johnmhoran@gmail.com>

* Update setup.cfg

* Replace 'list()' with 'sorted()' #1079

Reference: https://github.com/nexB/vulnerablecode/issues/1079

Signed-off-by: John M. Horan <johnmhoran@gmail.com>

* Modify OvalElement class __lt__ method and create test #1079

Reference: https://github.com/nexB/vulnerablecode/issues/1079

Signed-off-by: John M. Horan <johnmhoran@gmail.com>

* Add 'url' field to expected JSON test output #1079

Reference: https://github.com/nexB/vulnerablecode/issues/1079

Signed-off-by: John M. Horan <johnmhoran@gmail.com>

* Update __lt__ method and related test #1079

Reference: https://github.com/nexB/vulnerablecode/issues/1079

Signed-off-by: John M. Horan <johnmhoran@gmail.com>

---------

Signed-off-by: John M. Horan <johnmhoran@gmail.com>
Signed-off-by: John M. Horan johnmhoran@gmail.com
Co-authored-by: Tushar Goel <34160672+TG1999@users.noreply.github.com>",['5932722d14570a0459ac7e84674455bcc8fe8ba8'],False,"importer.py, suse_oval.py, lib_oval.py, oval_parser.py, mock-definitions-only.xml, org.opensuse.CVE-2008-5679-modified-versions.xml, org.opensuse.CVE-2008-5679.xml, suse-oval-CVE-2008-5679-expected.json, test_data_source.py, test_suse_oval.py"
be2379185fa82d14a6f13875e0da65bd02b30cc3,"Fix package details view template (#1384)

Signed-off-by: Tushar Goel <tushar.goel.dav@gmail.com>",['16008116db69b6979a0bb0eac9ef8b3681643eea'],False,"package_details.html, views.py"
b827ade1f5b7d0190449968e06896d7f10b5dc4d,"Add robots.txt (#1382)

* Add robots.txt in views

Signed-off-by: Tushar Goel <tushar.goel.dav@gmail.com>

* Add changelog and bump version

Signed-off-by: Tushar Goel <tushar.goel.dav@gmail.com>

* Add migration for version update

Signed-off-by: Tushar Goel <tushar.goel.dav@gmail.com>

* Fix tests

Signed-off-by: Tushar Goel <tushar.goel.dav@gmail.com>

* Update robots.txt according to latest changes

Signed-off-by: Tushar Goel <tushar.goel.dav@gmail.com>

---------

Signed-off-by: Tushar Goel <tushar.goel.dav@gmail.com>",['be2379185fa82d14a6f13875e0da65bd02b30cc3'],False,"CHANGELOG.rst, 0053_alter_packagechangelog_software_version_and_more.py, robots.txt, test_view.py, __init__.py, urls.py"
87a4330e9701c98c4fac9904474f9bcd411a5be7,"Fix isse 1385 (#1386)

Reference: https://github.com/nexB/vulnerablecode/issues/1385

Signed-off-by: Tushar Goel <tushar.goel.dav@gmail.com>",['b827ade1f5b7d0190449968e06896d7f10b5dc4d'],False,package_details.html
2308450e636af903e9952131ce75e2bdc95887b4,"Fix 1387 (#1389)

* Fix issue 1387

Reference: https://github.com/nexB/vulnerablecode/issues/1387

Signed-off-by: Tushar Goel <tushar.goel.dav@gmail.com>

* Add tests

Signed-off-by: Tushar Goel <tushar.goel.dav@gmail.com>

---------

Signed-off-by: Tushar Goel <tushar.goel.dav@gmail.com>",['87a4330e9701c98c4fac9904474f9bcd411a5be7'],False,"models.py, test_models.py"
69515136877164bc62d64c3928e14c2d659dbd8e,"Fix wrong versions error in GithubDataSource

Signed-off-by: Shenoy <shravanshenoy1998@hotmail.com>",['5cefff7e0bb5e61a18841d081d11c30b8c3bdc96'],False,github.py
1fc186c8697d925e3325dbebe8a42203abf43517,"Merge pull request #1399 from shravankshenoy/bug/vulntotal-github-cve-version-bug

Fix incorrect versions in GithubDataSource CVE","['5cefff7e0bb5e61a18841d081d11c30b8c3bdc96', '69515136877164bc62d64c3928e14c2d659dbd8e']",True,
